0.8;1;0.9;:START_ID;:END_ID;:Type
84906397.0;uwiiinonobocklpkdmdupxdabinizwaolyaackfzatwfrvkfjj;8.092327177406949e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;aynsodgjaiyjtqgsuaaevgihaumchhiznzchqaqhnwhamwwjdj;PyEdge
271681694.0;hjwelsdfsdihrzjklcgyzfhzlhpkxnskncqrzreeatzaymytru;4.137028172084966e+16;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;zyfaxuzaqzzzmegjtmlmhwgknxcaimzpsldxiiawalhroeimoa;PyEdge
1451744627.0;nfodahuagzdfjjwttsvnsqkncfyfiqpsuaqbukohvwkxpksdiw;2.6182927126158285e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;ielwduwfbpucustbfrqxqfjxpbronwuwovuysfaaikvaampccp;PyEdge
637734606.0;dgxnwdmegktztcvxpgnvrfgimoewvkwptkocwcyprcrxjsqzwb;1.4367854999950008e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;blrqfbmxtmywmwdwjpyuyboqvhppqwquecaioopslzsjqqpmaa;PyEdge
;xuhgqkfxxiwkzlfwqomzbwliwxeyixofcmeqvsjekjbnwtssgu;5.418629900698634e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;zfwccssszpjilqrhdngyabqixnkpbrzrzoslysbmdpcojnnzdz;PyEdge
1457149653.0;kuehbakayijxkadpatmefiwmzzagjitdmapynyzrdzzpochvfn;1.645561625508104e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;xvifbnjqnkajaevhdkjeqtjnhngkvsosqowavhyshrbodmawiv;PyEdge
431703063.0;kvdarsltvjorwukicsieioghchxygtilmyayiceyyejaawvjyg;8.835420330886075e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;cirgkswxapjmmrggiuoxsxyvfrzjxwioasjysuxqbktnyneppu;PyEdge
1832035077.0;urzfnsqmsiqhaonnvjfavwyxxncamsfsjjaawehukafgdvhwua;3.4443922378613156e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;kaandmmvusanfrqmnphmidqvvyafucfceiamgpenvlhapaosjb;PyEdge
;yfhebheqymhvlchveqpfgqzfbmbthhhlwjpiaqjrmwrngwneot;8.165691831872232e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;doanwoaflzpzkkdhveadlkbckjygtqwnqqoqddorihhytevfnl;PyEdge
311350486.0;tvujsjonzxkveiqyduohbajedtifftvuqqdfjccqghfrztkskc;7.338153602447784e+18;bqdzpcpxzzfnnoahhtzslzwuojpcjxnfuatvxudhmdgxigbfni;uuieefaxaaihvqisbkhbcgbdcogwavvidphekejoielqwialga;PyEdge
968228916.0;suykunaagbvelrecnskhrachywxnuecabhmaepeunumsnueiyb;5.091786932462181e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;jmisfiwyazofbqulekylckodaxvhphjqvzqxylqoishlffksmt;PyEdge
;tuzrbruvlboewtyfrqcxkhstkdbawcveqjvbuatgknbctualac;5.392158369802016e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;ssjdfhfbrxesavnjkyzicooorbkpvsullabgapjqqjvakcrdwl;PyEdge
1721865890.0;aorithifawmcklsxzzwadpdzhnkpysaairffsrelxwyotvsuey;8.927571006547052e+17;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;wknufcsrpaprnijqhwlbbwanmojtxakphqgvwoincffchxvjzx;PyEdge
1518250094.0;mrsavaysitagmfyvanlemhsnkrqqnhuvbeaqaaadrlghyzmisa;7.288250826958463e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;csdldlpqrmippxlblhjhrywiyepfxmdjubnavwpqssgfhwvtzo;PyEdge
;dcbontuwbeqauoenbrupdmpglwtxhwdojxloshaaigkggnznuy;2.824168220974718e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;odjwfdtkxuakphybcfpbeqgbuuezqosvicjoaeypkjdzmkmeyh;PyEdge
1381446087.0;cakhnimfnndmhpjsvwhjsvagaatylzrhcbswqdmghsdklxxrvm;;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;jklmgstuemfdctwfudztlluoluusodzsheeohrgfdsflffbven;PyEdge
525921611.0;jtxytzaoxxbhvqigafscojonrmffbneuxjwvhqirgepzbbanzz;2.062962552861019e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;khjdbigpelkyacqoncbsackmqackenlnjldmsragkvbsfalhkh;PyEdge
1339377537.0;rccqdzfwzbpvsusfhxmtlpopoojckawvnrjkdepyzdzixakbze;1.6647590080197066e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;hocjddpstvjdaiseixkaoiewiblfxijklqssgbbfysocycfdja;PyEdge
1434179877.0;uhaodmenarccutuzuvttknfxtgctloyuevnnlnxpcvxapqtrga;1.9441464263112502e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;ywvjgofuswuuuerrnddrrlaxiywvlfqojukqepsoosagmkkpur;PyEdge
;huoabzuxnspahhtkwqlezclzufiuaizxddjmufnhwqksdhavlv;8.823052851434392e+18;kmhvoncbrwvphjmtjxkrdzvcbbszzpbgeuuvwjemmwcxwmayzj;xqwomaudauhvbshmxulkpjvetuojnxefxiawxpjedgwyuovcoq;PyEdge
1767158299.0;fkjaapsgzkbftztujjqmrihltnswdpzgtemfzdgvpiqsvvmbqs;1.8775489123559068e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;yilhtelsnckdstnabbdzlhswxmabjdvqaekafvaymfamfuxdmh;PyEdge
1863563625.0;rgtwbkfagompkapsfhnfismzoovoxyhsicjqrotewaagwqnrti;5.256706740208702e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;crdbzcdyiahgwdnofmvafuurahmwhzzhkgadaoxzelwopwuzpm;PyEdge
531591048.0;jurtpxoskizxmegoljmsveqbaorvmsimyoxzsellhcjjbnxlvl;7.166310534245063e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;zcddqqxqooakrooyxhiiadpabhywxsmfvyurjkizfvmhctahan;PyEdge
533792417.0;lmybsrgltahmhpqsavkqisgotmyrwjjssqjzaabakmxxmkpcda;4.0511124188227005e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;ygjqjbxvfebximyzmdlzapwglzzxbcgzzzpqqmgghumcsccjat;PyEdge
1498730078.0;sunyaakauojueahauilnfkcabrlcgtgkfzesdcnaazfbmplhgp;2.8967407186677115e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;neccagmwfgayvaddcldvohzrztjybkwjkuexxpbmqjykfzszvw;PyEdge
579128416.0;flfwaqabdkiazxkqrmxntuhylfgenjdgwvxwoqirzsbdomkfry;2.6318763164141665e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;svzhlcawbjucsgmqvynlcjboqnyfaaqkcfygqbypukuungklzg;PyEdge
;mwvkvdsteahlkhhhlvmyxssbmcbdqadinczauxrnlbnesenthg;8.81856920659071e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;tfibupfsekbhakmkclnkfyzeaqhjpbmayfuxvaekhsahptoazu;PyEdge
1208257086.0;avqmxyhlgcuevvlbgpgvguouklpaqhxvmgwwccvpcwqnynckrx;5.287307217152325e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;ailpselkkrsmytrysncjbdphkviulhsnrnglumcpgysnetuzkc;PyEdge
1900317860.0;rxikgxtoqjquikwxcbnxlndajxvpaxeznvbczkvlbdrarvkyid;5.435549164248235e+18;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;lhfubwhhkujwaakicldmfswvdnyavyvsmjrmreairxcbrqqhfv;PyEdge
251089846.0;hdfaakjchbyquvkqtmuartwokdfsdvlfquauayptzauvotwawa;;untfvcodkdankcfekedpaoywdafxgtadxhccleayeromdujcis;lgrfkafxbveekdswyhszjxozkjrjmidkdraapqjijzyuvkphuc;PyEdge
;waadggbgusvpgnljpuvfictfurhaaobapwrkaexxtvxuamtans;5.216172194398968e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;zsqhhnasnmaudiaexjoprvzrtdzjazhdkrmefzzczjtceodpzg;PyEdge
;ukkvtdwcqjylpyyeufnjzklxqpcskkumbquxfdlnaxeakaxhye;4.4568801264189676e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;nllxyjgqocasmrdkkfmauohkmfjrogtynpocttcsubiyzirusr;PyEdge
1814039269.0;eqzhyswibnxqvlgxmocapazfwiaqdkvwonczhaiaerrmaljjzt;1.6743540305920212e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;gkwfmpdggxkdhowbwtekhuaidbwbupovpjeyaqptjuchuecklj;PyEdge
1988111605.0;alglemlgjckubbazjiwmdrefnhugtvaxaagvyiqwvklxyxeosw;4.5735122209668137e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;ubwapwzzqzzcujrsddrtrdxcwjlpupzixeldxmlhlnterrjarc;PyEdge
;cfaflyuikfivcwqtdbxtywooxueiwtfbysocrvgpjyyqpnzmgn;6.939037421305824e+17;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;luvbbenyzklvrxgjhsbkjxrqmfjwdsskdkfuowlvtopvuwoqbw;PyEdge
;ectrrbktotqwkwaddffozozqrxbfnxpagambnbcajhcpdcoblv;8.649993517592739e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;wyrnxprfsewpestzphypaemabykzanzmimgckssgvdagvirnhr;PyEdge
;wtxtwwolsfckpahpmgblzilccbybrjleegapxkaitireowypov;;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;zjqbgpuaztxmynfnovrnjsnnsvvipojjxfaisoxfqurczhyadh;PyEdge
;uadfiqunqnkuyntvjdclgoxykcddeescuutvjtxdjckygrtgdz;2.889259967293923e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;fcnkskuogyoghsrodxvnhvycqclwtrwsxbawyhipsuffyvqyml;PyEdge
721891149.0;tolpnjgdzkasyizhjqpqqdzfnqvankgatgztvatbdeaurihloa;7.389243196511456e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;nnleitiivqjudizwfayuuzvumbobpsaknhxawtzmgqhndwnwub;PyEdge
1289427141.0;krqhrfnyoccvcklsjcppyhizybsmcfcrimpnvndelpzkfkbvhj;8.263429288745409e+18;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;ayjeboragudjnhgikkswhyrosfxxiquhudfipwbauqzductiza;PyEdge
466039812.0;mmcvqlauknmaqeynarztzwyrypfkiodtreqskrbghqfrhhhkzf;8.670909419338989e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;ltwwjnwulteflbbgnxagxncpxqnipgohdmtrjljveafnvmonkk;PyEdge
283699271.0;jolzaqxaciexwqmaxeznbvurwserrumeyobunjdkqxrvukvlcn;4.0563525425075425e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;fcnkskuogyoghsrodxvnhvycqclwtrwsxbawyhipsuffyvqyml;PyEdge
1397714460.0;offztdpgacbxoabxpbbmicakvwteujpyjoksenqulxwcrplgxh;;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;cfpxfrolaammxcykuhmpoeiwotmjzoqmlklywgatosdacahgzr;PyEdge
766377079.0;ustmohksbrvqnovbaxlhvxocbgtvmifqjgcoxgrztbaujqumqb;3.148461389254641e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;ssjdfhfbrxesavnjkyzicooorbkpvsullabgapjqqjvakcrdwl;PyEdge
212042308.0;gmyftplkmkoadbbekoaoomkvfcqryabshrlglzajohpatcdqut;;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;jadwnmzlrwdpwmrepgmpufdatkfaarnyfkpavtdxkqmummcasq;PyEdge
1171918281.0;itbemmsyyzoxnyvuaaxbwfavoaeqrylalmbmhkoladwazpfnat;5.734916348756095e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;alzetqwuhqcnxdabdekaavedwzxqtaazpeyqbualoqaleasqys;PyEdge
;zqquhmaymrasbbbihscamitmghmyqhiqpvrjcasvzjtvfdlttb;4.3002568576004777e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;cabxufxxzsyfvtsuwjqgsrjoiamkyojrzksayeuudckuvoutef;PyEdge
2019956927.0;rfstukwybwpqjmrvxueuhlyvyakuyfawnduhbahyevjojnvafg;1.788689007958207e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;kcnknngwtvzgnseklbpqruruvgnklakbrkldggyjyxeaakhawj;PyEdge
552324569.0;aelaqmpilmyzuvxupkqxkwkcmfaivapilccbdhvryaazutkdab;8.992328112046486e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;lojmewjzptlrvutacuwunykmqfmxaskpmxmkalimbgwrefukvl;PyEdge
1693202635.0;khfcteohzatuxwzxnpiclanikcucrtcyrctsdahptwvsjvyepx;1.1276324939282811e+18;rvptjqqqqaffkzkhkizsncvavgmcfkvvfcmftxckhmeelgavhq;hzdiiapdrnndmlbafsgabhpeskcxamtcjuaqygnnangnmmfnwb;PyEdge
390484119.0;caseozofrdraolaqeebdawiqxlumjzirihahhmypnluokrjzqy;1.219547192458999e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;okirfzddrdjnfsazzmsmbpawanbqmaqyyztmefixackiysaxdv;PyEdge
281738732.0;izkkeudmcawhamqtljorpjaftvezgxgbzuxvhrwzqyvexdzqnt;3.5812974045771976e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;egzphhvgifubjjngiohghrbtnmxatctbacgacfahivylygzczt;PyEdge
343425515.0;emjnbngterqzuicqvxwseeayiiakhbkglqudejgkfzwnqiqstj;3.0205608982384666e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;jadwnmzlrwdpwmrepgmpufdatkfaarnyfkpavtdxkqmummcasq;PyEdge
1674574944.0;qyigvalaoagoseifrjuwaplavetqcrfjjnhpyrgnydpanvhftp;1.7777398344770947e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;dzwvjvhabuvdfjrelvnbyccknijhhamrajqwlsnqbomjjemohp;PyEdge
1723049087.0;hmdbqairyakhdhyfvobxipjrkfzxkqnbwftcwldcvxtpfmarrr;1.3679818761584568e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;kajumwpxbizfafhhsezxtjnvgmatzjazrcjamukfpwyyptfsph;PyEdge
337160870.0;ahfsqbfwhmmkmcpyavsyqlohpivupaxzyjvhgjfpcpdohmuxei;4.376219212296906e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;nknszalrthgqpuyfwqiferhsolbfokbnzftvwyjyizaghaxzpm;PyEdge
921808621.0;drrrvqkegrbwfpubtbhakkakamipsnpykkzxmcapdrhvgjgzhi;1.3365790346827083e+17;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;wxynnkaooaqvsikecacroxtopjghvyxpaairoqcojzawtymwsp;PyEdge
271215871.0;wpcmvpixwwfremfhvvdyoauxtlxuehicqaqyagjulgulacxdhn;;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;finushilorposcyagzogghstkxpdctsaxnzusicmtpktivqdtg;PyEdge
132125582.0;tuhhkukmpfahbpjayxtxubexzyuajenwziotibdgtyfvgqghyg;6.597380236320848e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;attxaseagqkmrskogghglujwxlnkaakerzjuasodjijsaxjlwt;PyEdge
1514399938.0;bulyiobaeoehgmczknwsftknqpogrfzwsjoxehmmahcklujaea;9.085039212403303e+18;mqgnkvnmacpwaeycdblwmaznvvaxsbariaulvovapakgugdawi;lnarnddguqzlthdatbdoacoidqyalnvlooivbfuoomuaiosssu;PyEdge
1631662179.0;synrhqdkyruslogogklmpravyfntlbmncfhzawwnyomeiypnna;7.54137223625316e+17;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;fcpeoiiceekjmqywhteushqxzzrvxfriyivqetfrwyrzqhfizl;PyEdge
1536652667.0;qahaxgutzlbvnvhbabzcobmzuulnreoazwaxtpblymiwpnncml;8.37416508957973e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;lzabochtebysjlrbdbxuuizbhrvzouiarefiraalbyhuevadjv;PyEdge
523982907.0;ecnzskmotxxhbaeqxlxizufamoekeaswdnhofkzjzjmhqpjaqq;8.767573092543033e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;ouarieqnrinccafirpukazuvobwvclwckqsotwogzelsxkkmya;PyEdge
1905279467.0;dhrpouxalfahygwalwzgttagrpapsjklukahpiyyghrdrpyvbu;9.187286452077234e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;bauvzziokwadapdjbaucvueepayszaeemlipgwabgbloiazpjv;PyEdge
532150323.0;papnnfufrlryfuhbcefxvabaewelbwqvwriopegwscpkalcskl;1.2684150075996321e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;psdgmpcubqzvgaqbqtdvsiyecioaonpbvdogadouaqowlhoqmz;PyEdge
1996918118.0;hdcwbfwramnbjngjzznvafzoizypirrawsqdirkgkjahnkgpjs;;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;homkluzmqlplcbjtqayouyeyojrhagojlrswanyjfrtlbcadaq;PyEdge
1296792919.0;geaflhawiusmonnhpuvrsyhmdfnfzgxzkynsrsmaotkwhtosph;;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;mqrcqzmxarkfoohihhuutzckdaeydqfygvqoeqhodecicrfjyt;PyEdge
;oyrtlvqhzkjvpxabhoahgaxtjtbkfaqxlpnbbcpcsrpohnvxcu;7.537418400489563e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;gosnvzqazyxnixmsqcxzuovcwboaahrtoneghtxincsfbothfy;PyEdge
1973422122.0;aiabzyxmzjjaccmwxwyiifogaidmvtdorelrcqrfsgfnzlobln;4.2232865401901225e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;lijpdoamyqiurqikoligmzwrorixpacuauzawknndraaupshjx;PyEdge
;oufefdnjwlazkoaodizalprrfadhaekgesvsqavdpdgafiwfil;2.8208426253323873e+18;igftbsiyntslszdiyicxrmprkrkswwvpudsweuzrpzhkstelwe;zollijipamyqlsaiyhzjnfhsafkdpbgsdtwmjtddmipglkjlkb;PyEdge
;cqxkyrreuiankfqvymmnxxrlkctjficzkgzrwkcjfefhzxlmsy;;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;mbkdbqcjttljxhxipnvvlayywbwqxvbpbebhieimafoeqjunzu;PyEdge
946331660.0;gzjwdjijmneipfuqtsfsxvwqvbwaoaaebnusrogsmxbsioeiwc;4.372808075643415e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;hitvsvtaajhzplsoylyelouevpagcehyfgkktorocyayarwfxu;PyEdge
1438904982.0;bqqztjlbaljkmvacodnmxdpvvyqrkwsxhfomqxqshnbtdzeelo;1.9084085699654758e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;zahmqmvxsaahoyrjxuepvmifdcnzfzhmmefvmjfmawxzntwqwi;PyEdge
75512456.0;aykkdwanxvnmpwqcytwchqamtosworjwbsadcxpsrwarvfjpit;8.765783190268884e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;kauiokgkdqqseatcziwfrafojpammgjniaqijxgszdknacyxco;PyEdge
1286344976.0;rrwyeitikscrqowqxpzhpfjuubumdpcpujyzjpkjciiewrafxe;1.6794890852936333e+17;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;bauvzziokwadapdjbaucvueepayszaeemlipgwabgbloiazpjv;PyEdge
1789321721.0;hnhkaxlmvfafvkrcsxxgcryjwuhfxeavcqucawbuxfemkwqtyr;2.642319336435695e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;rfpakmdjzxmnuxlgkqxedwnxlssjjhlnkqfjexusjctyvricpm;PyEdge
1420873633.0;twwaqyjqyaeffdatygzvrgwkxtiujabimmkbyeldpbfowpomsp;5.432388394581413e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;acspzcvliqyqwcaakygwksadhgqywojinjuzewxdagcdovwzsy;PyEdge
1185687087.0;rktsdijmoubnsholfzqdkwnaxdjetpjeamzlsnyunsdmnsakva;6.474544502072763e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;vafnyczbakscpjxxkmvveanyoxdcqzavdztdwqiomgpwcydcvh;PyEdge
531225909.0;eymvoefokywedakzzamelynuufjrilsmbhayzczodgrhhfzexf;;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;ryjbmtorxtyraqainjyfkkmdbxpvzinbciqtarrzmyqgpeketq;PyEdge
1803370868.0;wtorzgutkshrgmupgmieaqshqfheujzinufmwoqgwpeqjupbbh;7.261769794724974e+18;nykzihwomalnvquhamkopxjhounzzwfsqjrymfgtxqyqkkalkw;gpzccifdxrjfedmeuyrvgxmeisavjjgerlorgfxzwvvmyygmnm;PyEdge
145888765.0;xqjdblgccfhrpsokayntngoqzoyieersaewjafgiddptqwrqbl;3.826746593928321e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;bhqxewsxeshiisicnicedgbynrqqwivcaabricppbbqlanytuk;PyEdge
;hagkomfjwzmweindqnbaohkuyuofktsdaiyeuwnrqhwndrgwly;1.7284538067713485e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;bilhhvyhxjkbaaafzismpbyhmqshzrsmxyocuyxoxlnufsglqq;PyEdge
1497390028.0;ridfavivynixtdebuyrlumcbnftsktdufbazchwzsrdofokhbk;3.8621964223822797e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;blrqfbmxtmywmwdwjpyuyboqvhppqwquecaioopslzsjqqpmaa;PyEdge
1918906785.0;mrelkenwpuwsqzqsgjhdeqkcwphfvrwemacieaghhpfkwyssee;7.305449897739301e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;jadwnmzlrwdpwmrepgmpufdatkfaarnyfkpavtdxkqmummcasq;PyEdge
2028005015.0;tkycttoawffmsrcaocgkcltprpwchihkryzvbdzlelzarlijwi;3.248876192765779e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;nuaasviddpyctrepwzdxlpicwbxudcxjenyulbkxlkclaoxdnq;PyEdge
;xcgnwtuwknkpdbbnnulaqubhnnznqhkwndfyfdbdicnqidqpwm;;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;paafpyzdmvjoxpojpmdjfithaeizjfqeuzntumhrgrkzknmpmo;PyEdge
417988047.0;mkxvsmvcjhpowcguqsruwarvbearwahzgxilvrsprwcbnayzsx;1.4926089381083763e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;nnmjybvagdiefmarvhoypkfzdiifovpnulilyahgoqggqropnx;PyEdge
1961306691.0;uwscjeevasnzfdattxfxlzekxhtikyapoaefaaykbutpcmcexo;2.861897775462557e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;pyshsriaefchwupzxzihexzacishsazpsqordadmaifsuxsvvj;PyEdge
850734545.0;rcnpkexriqajjqdtqqaktaouapvvatmtragyqzznhrwvyzhrtz;3.051654040961856e+18;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;mmazsobcyldgtfegocaykvezahhhcrbawkljavvcfmknsegshs;PyEdge
1327315738.0;adflfndondrqvxryyppnwosfjdxksshasoqafxghsmrcwmhwgn;;bwclpqltaskphkwieqafhauyvtwegqgwioczsrhiypqgxfbaju;hanalrwbrjkgrafcptrbjkcetpmtrgqdakwrhdobbkhccqfrrh;PyEdge
1532398180.0;tocjhxjwapgxptceyeiupzqikcgpakniepzuzyeoszuxhaozjc;3.456611226096266e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;jusfajajzlgpztmsjcgquokiubnuzpjroaajncogruwthkettn;PyEdge
189074935.0;dmmtlsbzfqvnejabkbtlqxwmxrntmrghtisfmirnuyabbwkwxx;2.9593532709118367e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;heraysbbzyajwwdfvucazwnceiairrrduaopacaatmztsxglxj;PyEdge
880595382.0;lhtrtkzmhlsegkzpbjqwtfoklnedwlorxjapndztcfpqhwbosq;1.8574265423197066e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;czjrrxyfgjfdusnrqoiyyilcyqjheepuuwbvgteqgnideplvoq;PyEdge
;kluqqfkfqxjklyakgynnewaemarvajdrjrgncugglqvyxwfamz;1.8049626521288937e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;jwygphxtsvcaiqhmpaoipappfmfwevvnobewvbyzypyxyfufbo;PyEdge
1290196478.0;uhyfkryahahegfxgwhcstayhuaplvlmnveppifwwsmyhyhuuzk;5.59499572343088e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;kcnknngwtvzgnseklbpqruruvgnklakbrkldggyjyxeaakhawj;PyEdge
779723164.0;pmnaoitvseheqygcxveaynbgwzsuggxthufunocwqyobdrcxbs;8.309424130659481e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;qyafnpgbjaexnxmghdtaysudhrqlutuxzrcmfxlfqywqzjhxhu;PyEdge
;rwaejsaakiqlmrpaaaszhmfouavyumzsnjwpjalelogukaqjcl;6.81626866585132e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;psvogjgxwebkmsqnhtxoyapuxqpnseuxnalcvjuctymljlktzn;PyEdge
;fmlcridgmapwprzqapccokhzkwmnuvvtcydqrrzhakajqdqvzx;7.259098010216866e+18;pjasishibijlgvilcqwajmwacajnjopmtlwjcnwwjukfapeupw;lxrbfecegnmwvygaflyiqghcriwctsphspvgadfzgaaxwiaypa;PyEdge
